review,sentiment
"Nieliczne sceny, które faktycznie próbują przedstawić rewolucyjną walkę, przypominają hirsute Boy Scout Troop meandracyjnie między otworami pływania.Kiedy Sharif lub, proszę Boże, Palance spróbują swoich sił w ognistym oratorium, brzmią jak Kurtz połykający robak.Wyświetlacze strategicznego błyskotliwości obejmują mapę Kuby pełną uśmiechniętych rybaków w oceanie i pozytywnie vaudevillian hipoteza o tym, jak zaczęła Zatoka Świni.Z czym to nas zostawia?Jedna komiczna scena stomatologiczna;Przeżycie najwyższych hollywoodzkich chłopów, którzy zwracają się do kamery, jakby to był ruchomy pociąg;I, tylko dla kopnięć, passel homoerotyzmu, który nie ogranicza się do maniakalnego i nieustannego fellatio Castro.Nigdy nie ufaj mediowanemu, ale nawet zniszczony zegar ma rację dwa razy dziennie: to historycznie okropny film.",negative
"Ten film zaskoczył mnie.Zwykam się dowiedzieć jak najwięcej o filmach przed uczestnictwem, ponieważ zwiastuny i recenzje zapewniają spoiler po spoilerze.Po wejściu do teatru wiedziałem tylko, że był to dokument o długiej małżeństwie i że czytelnicy IMDB dali mu 7,8, użytkownicy Rotten Tomatoes zaliczyli go na 7,9, a krytycy uśrednili niesamowite 8.2!Jeśli już, niedocenili ten mały klejnot. <br /> <br /> Filmowiec Doug Block postanowił nagrać swoich rodziców „na potomstwo”, a na początku filmu jesteśmy traktowani na wymagane wywiady z jego rodzicami, otwartą matkę Minę Minę, i mniej niż nadchodzący tata, Mike.Natychmiast uznałem tę parę interesującą i nie miałem pojęcia, dokąd zabierze nas filmowiec (syn Mike i Mina).W rzeczywistości wątpię, że sam Doug wiedział, dokąd zmierza! <br /> <br /> Życie bierze nieoczekiwane zwroty akcji, a ten pięknie ekspresyjny film śledzi podróż.Trudno jest zwerbalizować, jak się poruszyłem z tą historią i wyjątkowym sposobem, w jaki została opowiedziana.Absolutnie porywanie od początku do końca i naprawdę jest to konieczne, nawet jeśli nie jesteś fanem gatunku dokumentalnego.Ten film sprawi, że pomyślisz o swoim życiu, a może nawet przywołać wspomnienia, które według ciebie były dawno zapomniane.„51 Birch Street” to jedno z tych rzadkich doświadczeń filmowych, które robi głębokie wrażenie i nigdy cię nie opuszcza.Najlepszą wiadomością jest to, że HBO miała rękę w produkcji, więc zamiast grać w ograniczonej publiczności w domu artystycznym, ostatecznie miliony ludzi będą miały szansę zobaczyć ten niesamowity dzieło.BRAWO!!!!!!!!",positive
"Stephen Hawkings jest geniuszem.On jest królem geniuszy.Oglądanie tego filmu sprawia, że czuję się głupi.Ale to świetny film.Nie zabawne, ale bardzo intrygujące.Film koncentruje się wokół Stephena Hawkingsa, człowieka, który sprawia, że Einstein wygląda średnio, a jego teorie i naukowe odkrycia dotyczące wszechświata, czasu, galaktyki i czarnych dziur.Wszyscy w kiedyś lub innym podczas naprawdę intensywnego wysokości przychodzą do momentu, gdy myślą, że dostali wszechświat, a kosmos wymyślił i przysięgają, gdy tylko trzeźwo, zapiszą wszystko.Cóż, oto człowiek, który faktycznie miał uczucie przez więcej niż sześć godzin.Oto człowiek, który pomimo cierpienia na chorobę Lou Gehriga stał się największym umysłem, jaki świat widział jeszcze.Obejrzyj to i słuchaj, jak sformułował teorie na czarnych dziurach.Wspaniały.Nie będziesz taki sam, jak go zobaczysz.",positive
"Historia opowiada o psychicznej kobiecie, Tory, która wraca do swojego rodzinnego miasta i zaczyna przeżywać swoją traumatyczną przeszłość z dzieciństwa (śmierć jej przyjaciela z dzieciństwa i obraźliwego ojca).Tory odkrywa, że ​​jej przyjaciółka była pierwsza w szeregu morderstw, które wciąż występują.Czy jej moce psychiczne mogą pomóc w rozwiązaniu przestępstw i powstrzymania ciągłych morderstw?<br /> <br /> Naprawdę nie musisz się dowiedzieć, bo, o mój Boże!To było takie takie złe!Wiem, że wszyscy fani Nora Roberts gromadzą się z tym filmem i dadzą mu mnóstwo 10.Wtedy reszta z nas zobaczy wynik 6 IMDB i faktycznie pomyśl, że ten film jest wart obejrzenia.Ale nie daj się zwieść.Zakończenie było przewidywalne, działające okropne (nawet nie zaczynaj od południowych akcentów *lat *), a historia była banalna.Pamiętaj tylko ... zostałeś ostrzeżony!",negative
"O Boże, musiałem to zobaczyć, gdy miałem zaledwie 11 lub dwanaście lat (nie pytaj jak) być może byłbym młody, ale nie byłem głupi.Każdy mógł zobaczyć, że jest to zły film, paskudny, obrzydliwy, niecałary i bardzo głupi.Widziałem bardziej imponujące efekty w Disneylandu, widziałem lepsze występy w szkolnej grze i widziałem bardziej przekonujące krokodyle w zoo, gdzie nie robią nic poza siedzą w wodzie, ignorując dzieci, które stukają w szklankę. <br /> <br /> Historia rozgrywa się w północnej Australii.Garstka ambitnych młodych ludzi, wypróbowuje nowy sport wodny, surfując w wodach wypełnionych rekinami.Wkrótce staje się oczywiste, że w wodzie jest coś bardziej niebezpiecznego.Po tym, jak się dowiedzą, otrzymują pomoc rybaka w średnim wieku, który chce zabić zwierzę, aby pomścić jedzenie jego rodziny. <br /> <br /> Myślę, że widziałem każdy film krokodyli nakręcony w ostatnimPiętnaście lat, z których najlepszym jest Lake Placid, a gorzej jest jego kontynuacja.Myślę, że surfowanie krwi musiałyby być drugim najgorszym filmem krokodylcowym, z pierwotnym i krokodylowym ogonem ściśle w tyle.Kontuzje lub zgony każdego roku.Filmy takie jak Blood Surfuj jednak nie tylko okrutny obraz takiego stworzenia, ale także półtora godziny życia widza.Chyba że naprawdę chcesz to zobaczyć, unikaj surfowania krwi.",negative
"„Fate” prowadzi Waltera Sparrow do posiadania tajemniczej powieści, która ma niesamowite podobieństwa i powiązania z jego życiem, wszystkie oparte na numerze 23. Gdy historia rozwija się w prawdziwym życiu i fikcji, Sparrow musi wymyślić jego związek z książkąi jak ostatecznie się skończy.Film po prostu zawiódł na wielu różnych poziomach, co jest dość rozczarowujące, ponieważ miał tak duży potencjał.Scenariusz był prawdopodobnie najgorszą częścią.Było wypełnione głupimi sekwencjami i śmiesznym dialogiem, które właśnie zabiło nastrój filmu.Wydawało się, że scenarzysta miał dobry pomysł, po prostu nie wiedział, jak go rozwinąć, aby rozciągnąć się w ciągu dziewięćdziesięciu minut pracy.Druga połowa filmu była mało pomysłów, zwrot był dość oczywisty, a zakończenie było okropne. <br /> <br /> Joel Schumacher jest odpowiedzialny za jeden z najgorszych filmów w historii i trochę się odkupiłBudka telefoniczna i kilka innych filmów, ale numer 23 przypomina mi, że nadal jest w stanie zrobić śmierdzącego.Miał film w stylu, ale po prostu nie może się skupić.Porusza film w niezgrabnym i powolnym tempie.Przełącza się z rzeczywistości na to, co faktycznie dzieje się w książce, która szybko się denerwowała.Rzeczywista książka w filmie zatytułowana „The Number 23” to okropna historia detektywistyczna, a publiczność utknęła, słuchając jej opowiadania Carreya, co znudziło mnie łzami.Kiedy Carrey wreszcie skończyła książkę, utknęliśmy, obserwując, jak biegnie, próbując rozwiązać tajemnicę.W tym momencie publiczność straciła zainteresowanie i nie ma prawdziwego napięcia.Z niecierpliwością czekamy, aż film osiągnie okropne zakończenie i nieprzekonujące wyjaśnienia, zanim świętujemy ten film w końcu.Jim Carrey najwyraźniej po prostu śpił podczas swojego występu i nawet nie wydawał się próbować.W niektórych scenach był całkowicie przesadzony, albo po prostu bardzo drewniany.Jego narracja była kompletnym nurem, którego można słuchać i nie włożył życia w swoją postać.Virginia Madsen zrobiła wszystko, co mogła z ograniczoną rolą, ale musi wybrać lepsze skrypty.Logan Lerman był dość nijakie, podobnie jak Danny Huston.Ogólnie rzecz biorąc, numer 23 był okropnym thrillerem, który oferował więcej śmiechu niż napięcia lub emocji.Ocena 3/10",negative
"Przynieśliśmy ten film jako żart dla przyjaciela i mogliśmy być naszym najgorszym żartem do grania.Film jest ledwo oglądalny, a aktorstwo jest tragiczne.Najgorszy aktor dziecięcy, jaki kiedykolwiek używał i kłopot, który daje niespełnione normę.Fabuła jest haniebna i w momencie, gdy się nudziliśmy, zastanawialiśmy się, co się do cholery.To stara się być makabryczny w miejscach, ale jest po prostu śmieszny. <br /> <br /> po prostu okropny",negative
"To był prawdopodobnie najgorszy film, jaki kiedykolwiek widziałem w życiu !!To było głupie, że nie było fabuły, a specjalne skutki były śmieszne !!I nigdy w życiu nie widziałem tak złego działania!Jedyną dobrą częścią filmu byli wszyscy gorących facetów (szczególnie Drew Fuller).Nie wiem, co myślą ci ludzie, kiedy nakręcili ten film !!Nie chciałem nawet kończyć tego wszystkiego, ponieważ dochodzisz do tego punktu w filmie, w którym wszyscy faceci są w łóżku.Mam na myśli, że to było jak jakieś chore i pokręcone porno dla dzieciaków!Radziłbym każdemu, kto słyszał o tym filmie i chciał go zobaczyć, aby po prostu zapomnieć o nim i znaleźć kolejny film do obejrzenia!Byłem bardzo rozczarowany!!Cały film był moim zdaniem całkowitą stratą czasu.",negative
"Jest to typowa produkcja powieści Steele w tym, że dwie osoby, które przeszły jakąś tragedię, udało się spotkać pomimo szans.Nie nazwałbym tego spoilerem, ponieważ każdy, kto przeczytał powieść Steele, wie, jak wszystko się kończy.Jeśli nie chcesz wiele wiedzieć o fabule, nie czytaj dalej. <br /> <br /> Postać Gilberta, Ophelia, jest kobietą francuskiego przyzwoitego, która w wypadku straciła męża i syna.Gilbert musi przestać robić filmy, w których musi mieć akcent, ponieważ ona, w przeciwnym razie dobra aktorka, nie może realistycznie wyciągnąć żadnego akcentu.Brad Johnson, również doskonały aktor, jest Matt, który wraca do zdrowia po dość paskudnym rozwodzie.Jest delikatny, przekonujący i przekonujący w tej roli. <br /> <br /> Obaj spotykają się na plaży przez jej córkę, Pip, i początkowo Ophelia oskarża Matta o bycie molestującym dzieckiem tylko dlatego, że rozmawiał z dziećmi z dzieckiem.Wszyscy zostają przyjaciółmi po tym odcinku, a potem para zakochuje się.pytanie.Zrobili wszystko, co mogli, z przewidywalną fabułą i scenariuszem, który graniczy ze stereotypowym.Dwie osoby spotykają się, tragedia, większa tragedia, tajemnica zostaje ujawniona, kolejna tragedia, a potem spotykają się.Chciałbym, żeby było w tym coś więcej, ale jest w skrócie. <br /> <br /> Chciałem bezmyślnej rozrywki i mam to z tym.W odniesieniu do gatunku romantycznych filmów ten nie jest niezapomniany.„A Secret Affair” z Janine Turner jest znacznie lepszy (nie książka Steele), podobnie jak niektóre z wcześniejszych książek Steele zamienione w film.",negative
"Oh Noes jeden z tych ataków japońskich filmów o duchach ... nawet nie pamiętam, ile widziałem.Może to sprzedaje ... ale nie dla mnie.wcale nie przerażające.Japońskie horrory są bardzo podobne od pierwszego z nich ... także ciągnięcia dziecka.Widziałem, jak wiele razy wjechał pod sceną w tak wielu horrorach.Scena telefonu komórkowego nie jest również niczym nowym ... dramatyczność faceta, która została uderzona przez pociąg trochę do bani ... mam na myśli, że brakowało mu całej dramatyczności ... OK, to jest dla dzieci 14-16, które słuchają japońskiego rocka i myślą, że sąTak wyjątkowe ... pozwolę ci powiedzieć.Jest was milion = D To jest jeden z nich.3/10 widziałem gorzej, ale niczego nie brakuje, nie widząc tego!",negative
"Nicholas Walker to Paul, lokalne miasto Reveand, który jest żonaty z Martą (Ally Sheedy), ale jest także zwykłym kobieciarzem i decyduje się sfałszować własną śmierć, aby uciec z jego bieżącą romansem, Veronica (Dara Tomanovich).Jednak w ten sposób dostaje amnezję (stąd nazwa filmu).Sally Kirkland jest również pod ręką jako szalona stara grupa, która sosuje dla dobrego regenera w odcieniach „nędzy”.To smutne widzieć całkiem dobrą obsadę zmarnowaną w ten sposób.Nie najmniej John Savage w strasznie zapomnianej roli jako tandetnego prywatnego detektywa.W filmie wystawionym jako „czarna komedia” trzeba wprowadzić oba elementy do wspomnianego filmu.Chociaż przynosi to pierwsze w pikach, niestety nie zawiera żadnego z tych drugich.Ponadto nie można podkreślić żadnej z postaci, a zatem absolutnie nie ma ich zainteresowania.Technicznie nie jest to wszechstronny zły film, po prostu niezwykle zapomniany.Sally Kirkland pokazuje również skórę <br /> <br /> moja ocena: c- <br /> <br /> gdzie to widziałem: Showtime Showcase",negative
"Hollywood Film Industry jest najbardziej leniwy na całym świecie.Potrzebuje tylko jednego hitu, aby zalać teatry z tym samym starym bzdurami, które ponownie wymyślały.Weźmy na przykład superbohaterów dla każdego X-Mana i Spidermana, są Daredevil, Elektra, Ghost Rider i Hulk.Japońskie przeróbki horrorów są nawet najgorsze.Zajęło to tylko pierścień, który był idealny (głównie z powodu pana Gore Verbinsky), aby przynieść mnóstwo wyglądających przerażających horrorów, np.Pierścień 2, oko, ciemna woda (która była w porządku, ale bezcelowa) i premia. <br /> <br /> Pierwsza uraza nie była całkowicie zła.Najczęściej było to przerażające, czego można się od tego oczekiwać.Ponadto fabuła miała pewne mózgi mieszające narracje.Udawka 2 jest dokładnie taka jak poprzednie;To może być dobra rzecz, ale hej, co z chłopaków w czarnej czarnej II?Czy to było miłe, aby Xerox był cały scenariusz i po prostu zmienić złoczyńcę?Dla urazy 2 krytyk idzie w ten sam sposób. <br /> <br /> Zmęczone przerażenia, złe aktorstwo (z wyjątkiem bursztynowego tamblina) i stereotypów w całym miejscu.Odbywają się trzy historie w różnych miejscach i czasie.Istnieje Aubrey (Tamblyn) dochodzenie w sprawie tego, co doprowadziło jej siostrę Karen (Sarah Michelle Gellar) na śmierć;Allison (Arielle Kebbel), który jest zabrany przez kolegów, aby odwiedzić dom, w którym miał miejsce incydent przedstawiony w pierwszym filmie;I wreszcie amerykańska rodzina, która świadczy dziwne rzeczy, które dzieją się w mieszkaniu obok.Cieszę się, że (i mam na myśli), że wszystko jest związane na końcu, ale nie można polegać na końcu, aby zrobić dobry obraz, gdy wszystko inne jest po prostu męczące i nudne. <br /> <br />Dreszcze są tam, dziewczyna samotna w szafkach, ktoś, kto nie powinien wchodzić do domu, inni, którzy kopią zbyt głęboko.Tymczasem duchy zabijają, zabijają i zabijają, co wydaje się jeszcze bardziej śmiercionośne niż dziesięć wojen światowych lub epidemii Ebola.Hej, czy to nie wygląda jak kolejny zły japoński remake, coś o nazwie Pulse?Tak, dzień po dniu łatwiej jest utrzymać urazę ... przeciwko hollywoodzkim bzdurom.",negative
"„Down Periscope” był w naszej bibliotece od czasu, gdy po raz pierwszy przybył do VHS.Od tego czasu nabyliśmy teraz DVD i cyfrowe z kina. <br /> <br /> Jest to dziwaczny film, który nie przechodzi militarnie za burtę jako Pro lub Con.Jest to przede wszystkim komedia i jako narzędzie dla głównych bohaterów jestem zdziwiony, że kontynuacja nigdy nie została zaoferowana. <br /> <br /> Film zyskał następujące granice kultowej obsesji, nawet o kultowej obsesjiWśród bardzo młodych.Uświadomiłem sobie o tym podczas wizyty w USS Drum w Mobile, Alabama w 2002 roku. Grupa harcerzy, wśród nich mój wnuk, podjęła role z filmu i planowała przeżyć go podczas ich przepisu na pokładzie. <BR/> <br /> To zabawna romp, która sprawia, że jesteś dumny zarówno z naszej marynarki wojennej, jak i hollywood ... która jest rzadką firmą. <br /> <br /> Dzięki Kelsey Grammar, Lauren Holly i Rob Schneider za to, co zrobićMógłby być nietypowym filmem, taka świetna rozrywka!",positive
"Jeśli tu przybyłeś, to dlatego, że widziałeś już ten film i byłeś ciekawy, co inni mieli o tym powiedzieć. <br /> <br /> Czuję się do ciebie, ja * naprawdę *.I obficie przepraszam jako Kanadyjczyk (ponieważ to właśnie robimy), że ten film musiał przyciągnąć ci oczy, choćby na chwilę.Słyszałem, że nie ma lekarstwa na krwawienie siatkówki zgłoszone z każdego tuzina przypadków. <br /> <br /> Ja, podobnie jak wszyscy inni, wynajmowałem ten film, który uważa, że jest to głupie zdzierstwo Blade z filmu B.Pomyślałem: „Pewnie, że mógłbym użyć dobrego śmiechu z głupiego filmu”.Dam twórcom tego filmu jeden pozytywny komentarz na temat ich „stworzenia”: Dziękujemy za usunięcie REC XX/XX/XX z prawego dolnego rogu ekranu.Widzę, jak byłoby to odwrócenie uwagi od oglądania tego filmu. <br /> <br /> I dla przypomnienia * widziałem * film, ale go nie oglądałem.Dialog był niespójny, a większość scen miała miejsce w zwiastunie mojej babci, przysięgam na Boga. <br /> <br /> Wiesz co?Nie piszę już o tym.To po prostu zbyt bolesne.",negative
"Deanna Durbin, Nan Gray i Barbara Read to „Three Smart Girls” w tym uniwersalnym filmie z 1936 roku, który wprowadza Deannę Durbin publiczności.W nim występują także Ray Miland, Mischa Auer, Charles Winninger, John King, Binnie Barnes i Alice Brady.To słodka historia o trzech młodych kobietach, obecnie mieszkających w Szwajcarii z rozwiedzioną matką, która słyszy ich ojciec (zwycięzca) znów się pobiera.Nie widziałem go od 10 lat i wiedząc, że ich matka nadal go kocha, wsiadają do statku do Ameryki, z pomocą gospodyni/niania, zdeterminowanego, aby zatrzymać ślub.Zdając sobie sprawę, że zamierzona, zwana „Precious” (Barnes) jest niczym innym jak złotym udziałem pomocy i wspomaganym przez jej matkę (Brady), organizują jej wprowadzenie do bogatej liczby.Jest to organizowane przez księgowego ich ojca (król).Człowiek, którego wybiera, jest pijanym (auer) w pełnym wymiarze godzin, ale dziewczęta mylą go z rzeczywistą bogatą hrabiego (Miland).Co za bałagan. <br /> <br /> To wspaniały film, a nie wcale lub zbyt słodki, z kilkoma miłymi występami, szczególnie przez Auer, Miland, Barnes i Brady.Młode kobiety są ładne i wszystkie wykonują dobrą robotę.Nacisk kładziony jest oczywiście na młodego Durbina, który jest naturalną aktorką i pięknie wyszkoloną piosenkarką.W rzeczywistości jej głos jako młodzieńca jest znacznie bardziej niż dorosły - nie ma problemu z wysokimi nutami, podobnie jak później, ponieważ przybrała zbyt dużą wagę do środkowego głosu.Śpiewa zachwycające „il Bacio” na posterunku policji. <br /> <br /> Jedną z najmilszych rzeczy w filmie jest zobaczenie ojca, granego przez Charlesa Winningera, nie chce, aby jego dzieci w pobliżu - dopóki ich nie zobaczyi poznaje ich.Barnes jako złota nie jest aż tak młoda, ale matka dziewcząt wygląda tam daleko, więc wnioskiem był prawdopodobnie starszy mężczyzna szukający młodości z młodszą, bardziej efektowną kobietą.W rzeczywistości znajduje młodzież, której szukał w swoich córkach. <br /> <br /> Universal daje Durbinowi nagromadzenie dużej gwiazdy tutaj - ma ostatnie zdjęcie w filmie.Ray Milland w tym momencie wciąż płacił składki i prawdopodobnie będzie to zaskoczeniem nawet dla fanów, jak młody i atrakcyjny jest. <br /> <br /> Bardzo zabawne i oczywiście doprowadziło to do kontynuacji i dużejStardom dla Deanny.",positive
"Jeśli ktoś zastanawia się, dlaczego nikt nie robi filmów takich jak kiedyś, z rozmową, postacią i prostym tematem przyjaźni walczącej o ewolucję w coś nowego, lepszego i innego, ci ludzie muszą wziąć ten film i zobaczyć na najwyższym poziomie pisania, reżyserowanie, reżyserowanie, reżyserowanie, reżyseri działanie, które łączy się w wspaniały wieczór obserwacji, jak kiedyś były we Włoszech i Anglii.Inne dni, innym razem przeszedł na wspaniałą komedię rozrywkową, wykonaną w 1992 roku z Alfreda Moliną, Joan Plowright, Polly Walker, Josie Lawrence, Jim Broadbent, Miranda Richardson i Michael Kitchens w głównych role.Pod kierunkiem skoku pędzla Mike'a Newella aktorzy wykonują żywe niezapomniane występy, które są sfotografowane wzniosłym okiem malarza.Przypominając farsę sypialni teatralnej z przełomu stulecia, ten film można nazwać farsą przyjaźni, która staje się wartościowym doświadczeniem w rozwoju romantycznej natury w każdej postaci i widzowi.Artystyczny telegram na temat znaczenia opieki nad otaczającymi nas osobami.",positive
"Obejrzałem tę serię z ciekawości, chcąc sprawdzić, czy mogą i przy całej tej nowoczesnej technologii, klasyczna epopeja Cecila B. DeMille'a z 1956 roku, z udziałem Charletona Hestona, Yul Brenner i Sir Cedrica Hardwicke.Oczywiście zostałem zawiedziony.Tak, mieli wszystkie biblijne postacie poprawne, ale nie dali nam żadnej spektakularnej sceny teatralnej, które zainteresowały twoje zainteresowanie przez pierwszy film.Jeśli zamierzasz mieć mini-serial, musisz mieć kilka „porywających” scen, „płonący krzak”, rozstanie „Morza Czerwonego”, utopienie „Armii Pharohsa”, „Budowanie piramid Sethi”, można było zrobićTechnologia dzisiejszej w skali hitowych filmów, takich jak „Lord of the Rings” lub The Matrix.Oczywiście nie chcieli pozostawić trwałego wrażenia „wiary i ofiary”, co jest bardzo potrzebne w tych kłopotach.",negative
"Daniel Day-Lewis jest najbardziej wszechstronnym aktorem żyjącym.Angielski arystokratyczny snob w pokoju z widokiem, namiętnym irlandzkim złodziejem w imieniu ojca, bezczelnego, gwałtownego rzeźnika w gangach w Nowym Jorku (w występie dziesięciokrotnie silniejszym niż Adrian Brody's in the Pianist)Brązowy z porażeniem mózgowym w lewej stopie (żeby wymienić tylko kilka).Wszystkie jego role wpływają na siebie, ale każda z nich jest osobna i całkowicie wyjątkowa.Zmienia się całkowicie, z każdą postacią, którą bierze.I zaczynam wierzyć, że może działać jak wszystko.Cokolwiek. <br /> <br /> Jak Cristy Brown jest oszałamiający.Nie wyśmiewa postaci i nie lituje się nad postacią.Trudne osiągnięcie.I Cristy Brown ożywa.Mądry człowiek.Oburzający człowiek.Human. <br /> <br /> Ten film, pomimo małych wad scenicznych i tym podobnych, jest inspiracją.Tak, to jest przewidywalne.Ale czy to głupio sentymentalne?Nie. Zaśmiałem się.Płakałem.Ani jednej chwili sera.Dowód, że to nie jest hollywoodzki film. <br /> <br /> Moją ulubioną sceną jest scena w restauracji, kiedy Cristy omawia malarzy z Eileen, Peterem i jej przyjaciółmi.Tutaj Daniel Day-Lewis osiąga kulminację aktorską.„Kopię cię jedyną częścią twojej anatomii, która jest animowana”.„Wyjdź z kaleki!”A jego występ nigdy nie zwalnia, nigdy się nie waha i jest piękny.Po prostu.Ma tutaj dużo czasu na ekranie.Oglądam to ponownie i nigdy nie mam już dość perspektywnych oczu Cristy, drgania i gardłowych przemówień. <br /> <br /> MUSI.Fo Sho, yo!",positive
"Domyślam się, że pierwotnie będzie to co najmniej dwie części, a zatem co najmniej jedna czwarta dłużej, ponieważ poza tym, jak można wyjaśnić jego zdezorientowaną, skróconą historię.Nigdy nie byłem całkowicie zagubiony, ale często byłem częściowo zagubiony i zwykle niejasny wobec motywacji postaci.Film wydaje się, że przyłączanie się do punktów fabularnych zostały zrzucone, aby wcisnąć go do swojego przedziału czasowego. <br /> <br /> Gdyby był dłuższy, może to mieć większy sens, ale nadal nie byłoby zbyt dobre.Najciekawszym pomysłem filmu jest wojna między Zeusem a Herą jako wojną między mężczyzną a kobietą, ale film upuszcza piłkę, co sprawia, że obserwatorzy Hiry jest dość okropniFilm jest również interesujący, ponieważ nie widzisz bogów i nie ma prawdziwej pewności, że istnieją.Ma więc kilka intrygujących pomysłów, ale nie robi z nimi nic przydatnego. <br /> <br /> Zły okno dialogowe, tekturowe postacie i jedna interesująca scena z udziałem Herkulesa i jego trzech antagonistycznych synów.Nie do obejrzenia, ale także nie warto oglądać.",negative
"Cóż, lubię oglądać złe horrory B, bo myślę, że interesujące jest to, że głupota i niezdolność twórców kręciło naprawdę dobry film.DzielAle ludzie !!!„The Chilling” nie jest śmieszne i nawet nie jest „interesujące”.To niezwykle nudny horror bez nic, co sprawia, że ​​nawet złe filmy można oglądać.Nie ma aktorstwa, scenariusza, żadnego kierunku, emocji, a nawet krwi.To niezwykle nieudolny amatorski film.To zdecydowanie najgorszy film, jaki kiedykolwiek widziałem (i widziałem wiele „najgorszych filmów” - wierz mi).Ostrzegałem cię !!!1/10",negative
"To najgorszy film, jaki kiedykolwiek widziałem, a także najgorsze, jakie prawdopodobnie kiedykolwiek zobaczę.Nie widzę, aby powtórzyć to, co wszyscy inni wcześniej powiedzieli, po prostu ostrzegaj ... <br /> <br /> To nie jest jeden z tych złych filmów, które Twoim zdaniem chcesz obejrzeć, ponieważ chcesz być w stanie zrobićZabawa, to po prostu złe złe złe złe.Czekasz i czekasz i czekasz, czekaj, czekasz, czekasz, czekają i poczekaj, aż coś się wydarzy.Niestety, nigdy tak nie jest.Przynajmniej ze skałą dla zwierząt wiedziałeś, w co się pakujesz.Brama Lion całkowicie oszukuje na tej bombie ... nie ... to katastrofa.Po obejrzeniu tego filmu przysięgałbyś George W. Bush, który miał ręce podczas tworzenia tego filmu ... tak, to tak idiotyczne. <br /> <br /> Trzymaj się, chyba że oczywiście chcesz po prostu obejrzeć The Onld the thereNajgorszy film wszechczasów.Prawdopodobnie w jaki sposób Lion's Gate uznała, że zarobiłby trochę pieniędzy na tym kawałku folii.",negative
"Byłem fanem Mario od tak długo, jak pamiętam, mam bardzo miłe wspomnienia z grania w Super Mario World jako dziecko, ta gra przywróciła wiele z tych wspomnień, dodając coś nowego.Super Mario Galaxy to najnowsza część serii Amazing Mario.W tej grze zupełnie różni się w tej grze od jakiegokolwiek innego Mario, a jednocześnie utrzymując nienaruszone najlepsze elementy Mario, pierwszą zauważalną różnicą jest to, że historia odbywa się w kosmosie. <br /> <br /> Historia zaczyna się wieleJak każda inna gra Mario, Mario otrzymuje list od księżniczki Peach, zapraszając go do uroczystości w jej zamku w Królestwie Grzybowym.Po przybyciu do zamku Peach Mario znajduje Bowsera i jego syna (Bowser Jr.) atakującym zamek swoimi sterami.Bowser porywa księżniczkę Peach, a następnie podnosi zamek w kosmos.Pośród zamku podnoszony do kosmicznej Mario spada i ląduje na nieznanej planecie.Mario jest znaleziony przez gadającą gwiazdę o imieniu Lumę i jest zabrana z powrotem do domu Luma, pływającej stacji kosmicznej, tutaj Mario spotyka wiele innych Lumów, a także spotyka ich przywódcę, kobietę o imieniu Rosalina.Rosalina mówi Mario, że Bowser zabrał gwiazdy mocy stacji kosmicznej i rozproszył je po wszechświecie, Mario musi pomóc Lumas je znaleźć i uratować brzoskwinię, dlatego zaczyna się przygoda. <br /> <br /> Droga drogaGram w grę, lecąc ze stacji kosmicznej na inne galaktyki, każda galaktyka składa się z wielu planet, które Mario podróżuje między poziomami za pośrednictwem tych spadających gwiazd, aby odzyskać gwiazdy mocy.Mario może wiele razy chodzić po planetach bez utraty grawitacji, niektóre planety są małe, a inne duże, wiele planet jest podobnych do klasycznych środowisk Mario.Najlepszą rzeczą w grze są elementy sterujące, wszystkie rzeczy takie jak skakanie i takie są nadal takie same, ale wiimote jest używany na wiele unikalnych sposobów w tej grze.Wstrząsasz, że zdalnie Mario wykona spin, który jest używany jako główny atak w grze, a także aktywuje Shooting Stars.Możesz także wskazać pilot na ekranie i użyć wskaźnika do zwolnienia gwiazd w wrogach lub przedmiotach w środowisku.Potem jest grafika, są to zdecydowanie najlepsza grafika na Wii, tak trudno jest opisać, jak świetnie wygląda ta gra, prawdopodobnie prawie można powiedzieć, że wygląda tak dobrze jak około 360 gier. <br /> <BR/> Moim jedynym drobnym uchwytami jest to, że efekt do góry nogami wymaga trochę przyzwyczajenia się, a także historia jest dość słaba.Najgorsze jest to, że tracisz całe swoje życie, kiedy wyłączasz grę, bez względu na to, ile miałeś, kiedy ostatnio zrezygnujesz z ponownego uruchomienia w 4 Lives.Mimo to te drobne problemy, to wspaniała gra, która jest bardzo zabawna i jest bardzo trudna.Jest to rodzaj gry, na którą czekaliśmy na Wii. <br /> <br /> Idealny 10 na 10!",positive
"Ten krótki film, który zainspirował przyszłą funkcję pełnej długości - szpatułki Madness - to zabawny utwór, który walczy z podobnymi kreskówkami, które dają wielu pisarzom.W krótkim filmie występują Edward Spatule, która po zwolnieniu z pracy dołącza do walki z złą łyżkami.Ta założenie pozwala na zabawne treści na początku, ale ledwo jest obecna przez resztę funkcji.15-minutowy czas biegania w tym filmie jest pochłaniany przez jakąś nieparzystą komedię i małą liczbę muzyczną.Niestety niewiele więcej leży poniżej.Konfigurowana fabuła nie ma czasu na pokazanie.Ale na pewno podąża za nim lepiej niż wiele filmów o wysokim buddyi z Hollywood.Ten film warto obejrzeć co najmniej kilka razy.Weź to na to, co to jest i nie oczekuj głębokiej historii.",positive
